"","feature","anovas.Timepoint DenDF","anovas.Timepoint F value","anovas.Timepoint Mean Sq","anovas.Timepoint NumDF","anovas.Timepoint Pr(>F)","anovas.Timepoint Sum Sq","anovas.Treatment DenDF","anovas.Treatment F value","anovas.Treatment Mean Sq","anovas.Treatment NumDF","anovas.Treatment Pr(>F)","anovas.Treatment Sum Sq","anovas.Treatment:Timepoint DenDF","anovas.Treatment:Timepoint F value","anovas.Treatment:Timepoint Mean Sq","anovas.Treatment:Timepoint NumDF","anovas.Treatment:Timepoint Pr(>F)","anovas.Treatment:Timepoint Sum Sq","coefs.(Intercept) 2.5 %","coefs.(Intercept) 97.5 %","coefs.(Intercept) df","coefs.(Intercept) Estimate","coefs.(Intercept) Pr(>|t|)","coefs.(Intercept) Std. Error","coefs.(Intercept) t value","coefs.TimepointD32 2.5 %","coefs.TimepointD32 97.5 %","coefs.TimepointD32 df","coefs.TimepointD32 Estimate","coefs.TimepointD32 Pr(>|t|)","coefs.TimepointD32 Std. Error","coefs.TimepointD32 t value","coefs.Treatmentabx+FMTDNBS 2.5 %","coefs.Treatmentabx+FMTDNBS 97.5 %","coefs.Treatmentabx+FMTDNBS df","coefs.Treatmentabx+FMTDNBS Estimate","coefs.Treatmentabx+FMTDNBS Pr(>|t|)","coefs.Treatmentabx+FMTDNBS Std. Error","coefs.Treatmentabx+FMTDNBS t value","coefs.Treatmentabx+FMTDNBS:TimepointD32 2.5 %","coefs.Treatmentabx+FMTDNBS:TimepointD32 97.5 %","coefs.Treatmentabx+FMTDNBS:TimepointD32 df","coefs.Treatmentabx+FMTDNBS:TimepointD32 Estimate","coefs.Treatmentabx+FMTDNBS:TimepointD32 Pr(>|t|)","coefs.Treatmentabx+FMTDNBS:TimepointD32 Std. Error","coefs.Treatmentabx+FMTDNBS:TimepointD32 t value","anovas.Timepoint Pr(>F).BH","anovas.Treatment Pr(>F).BH","anovas.Treatment:Timepoint Pr(>F).BH","coefs.(Intercept) Pr(>|t|).BH","coefs.TimepointD32 Pr(>|t|).BH","coefs.Treatmentabx+FMTDNBS Pr(>|t|).BH","coefs.Treatmentabx+FMTDNBS:TimepointD32 Pr(>|t|).BH"
"11","Butyrate synthesis II",14.6195371955713,0.142561879671873,0.0522310084247107,1,0.711172397189618,0.0522310084247107,15.5309687047717,0.000799986048954508,0.000293094326188502,1,0.977795874994056,0.000293094326188502,14.6195371955687,3.15698831269343,1.15663937327796,1,0.0964089883237182,1.15663937327796,-1.13491171733726,-0.144673303312377,26.6474322475424,-0.639792510324821,0.0175291267338323,0.252616482199612,-2.53266336683158,-0.310092548261994,0.975091783453697,13.8962475611018,0.332499617595852,0.327842648364355,0.327859170335032,1.01415378211345,-0.31361986929098,1.14243736970605,26.7799383322466,0.414408750207534,0.274482786163521,0.37144999869442,1.11565150535498,-1.77594896737501,0.0870554255572331,14.6195371955687,-0.844446770908886,0.0964089883237182,0.475264955791887,-1.77679157829314,0.97259862535877,0.98972332018054,0.803408236030985,0.0339344683275439,0.843890227642344,0.777227792615717,0.803408236030985
"12","Quinolinic acid synthesis",26.9999999992359,0.0757096085514188,0.0164163999300233,1,0.78529280371202,0.0164163999300233,26.9999999992359,0.338825072599941,0.0734687182320079,1,0.565337477000396,0.0734687182320079,26.9999999992358,0.0178995254748823,0.00388122160945713,1,0.894561595755315,0.00388122160945713,-0.227148743524161,0.462761396621093,26.9999999993409,0.117806326548466,0.5089551383156,0.176000718785441,0.669351394479707,-0.414381733172191,0.561298543839949,26.9999999993409,0.0734584053338787,0.770152830183167,0.248902603493784,0.295129115978545,-0.379167334059097,0.636352895443838,26.9999999992755,0.128592780692371,0.62365000726628,0.259066043435805,0.496370651232164,-0.752201658260585,0.656071518179335,26.9999999992358,-0.0480650700406251,0.894561595755315,0.359259962822837,-0.133789108207216,0.97259862535877,0.98972332018054,0.998513099101581,0.53898853633578,0.9661430172508,0.917132363626882,0.998513099101581
"13","Propionate synthesis II",26.9999999993834,0.662908941214735,0.270054048553986,1,0.422657988597066,0.270054048553986,26.9999999997406,0.439850748959765,0.179185206490691,1,0.512817540064736,0.179185206490691,26.9999999997406,3.0242409276392,1.23200707598704,1,0.0934202243865842,1.23200707598704,-1.2210388602291,-0.275395288808491,26.9999999996503,-0.748217074518797,0.0044729832814928,0.241240037796543,-3.10154600104079,-0.440961326087464,0.896380637786495,26.9999999996512,0.227709655849515,0.510151322114018,0.341164933239269,0.667447423999511,-0.104506599450954,1.28744304847689,26.9999999998222,0.591468224512968,0.107343885682655,0.35509572086716,1.66565855276593,-1.82149472634371,0.108792130759319,26.9999999997406,-0.856351297792197,0.0934202243865842,0.492429165109382,-1.73903448144055,0.97259862535877,0.98972332018054,0.803408236030985,0.011182458203732,0.843890227642344,0.777227792615717,0.803408236030985
"14","GABA degradation",26.9999999997469,0.0750720072560754,0.0272745582753052,1,0.786175532268455,0.0272745582753052,26.9999999997449,5.88593593227936,2.13843093394408,1,0.0222188488918306,2.13843093394408,26.9999999997449,0.175833671508236,0.0638824762464858,1,0.678296009497499,0.0638824762464858,-0.806468761724018,0.0865671334151452,26.9999999995644,-0.359950814154436,0.125756225585965,0.227819465608378,-1.57998269899023,-0.665264063333513,0.597679411258288,26.9999999997741,-0.0337923260376127,0.917242575498279,0.322185378035958,-0.104884728921004,-1.31886591962266,-0.00435267446997312,26.9999999996853,-0.661609297046316,0.0588207947375539,0.335341173491299,-1.97294382362351,-0.716450216913001,1.10645167065414,26.9999999997449,0.195000726870571,0.678296009497499,0.465034536845055,0.41932525741748,0.97259862535877,0.555471222295764,0.998513099101581,0.209593709309942,0.9661430172508,0.735259934219424,0.998513099101581
"15","Tryptophan synthesis",26.9999999997994,0.137699863158594,0.0327888979068352,1,0.713474292816992,0.0327888979068352,26.999999999696,0.87095245939339,0.2073899756884,1,0.358963102981625,0.2073899756884,26.9999999997994,0.617189343586902,0.146964259163786,1,0.438933867368361,0.146964259163786,-0.227636179776371,0.495342885722993,26.9999999996665,0.133853352973311,0.474241856875222,0.184436824146293,0.725740933747267,-0.293487398055056,0.72895940168597,26.9999999999848,0.217736001815457,0.411172060416457,0.260833058108709,0.834771494818382,-0.208539462001304,0.855656907640623,26.9999999995801,0.323558722819659,0.243703953535826,0.271483654300837,1.19181658893215,-1.0336554456545,0.442119392001879,26.9999999997994,-0.295768026826312,0.438933867368361,0.376480090781541,-0.785613991465848,0.97259862535877,0.98972332018054,0.998513099101581,0.53898853633578,0.843890227642344,0.777227792615717,0.998513099101581
"16","Tryptophan degradation",16.1350241926513,0.0180487733877508,0.00539217955144756,1,0.894790735330068,0.00539217955144756,16.5276745842807,0.10349615511861,0.0309200985183159,1,0.751706757628165,0.0309200985183159,16.1350241911068,3.58680560322564e-05,1.07157973637459e-05,1,0.995294926113757,1.07157973637459e-05,-0.966975724737488,-0.122377338391772,26.9423429725856,-0.54467653156463,0.0176459235303228,0.215462731205216,-2.52793849088386,-0.54616766112318,0.605806181012437,15.4158178170614,0.0298192599446287,0.920486392399915,0.293876278141394,0.101468754583456,-0.693246492009583,0.549711763072534,26.9646420616721,-0.0717673644685246,0.822649122403057,0.317087014069242,-0.226333344741935,-0.835477689074738,0.830387362498819,16.1350241911068,-0.00254516328795916,0.995294926113757,0.424973383366656,-0.00598899457607505,0.97259862535877,0.98972332018054,0.998513099101581,0.0339344683275439,0.9661430172508,0.9437674207816,0.998513099101581
"17","Nitric oxide degradation I (NO dioxygenase)",26.9999999995457,0.796283942461699,0.2408857847881,1,0.380091097295005,0.2408857847881,27.0000000000218,1.54804481679611,0.468302788359968,1,0.224117611007256,0.468302788359968,27.0000000000242,0.0297280375824952,0.00899310067854839,1,0.864394693060042,0.00899310067854839,-1.05664262988585,-0.241749467563192,27.0000000002083,-0.649196048724519,0.00424238449591685,0.207884728686452,-3.12286550737301,-0.423468043590666,0.728964918451131,26.9999999999591,0.152748437430232,0.607600963902488,0.293993402718632,0.519564167147047,-0.900312038230772,0.299178218642456,27.0000000000476,-0.300566909794158,0.334696552855097,0.305998035253365,-0.9822511100285,-0.758532405347717,0.904861296796857,27.0000000000242,0.0731644457245701,0.864394693060042,0.424342925498941,0.1724182054845,0.97259862535877,0.98972332018054,0.998513099101581,0.011182458203732,0.843890227642344,0.777227792615717,0.998513099101581
"18","Glutamate synthesis I",26.99999999917,3.25965947539431,0.442005345637314,1,0.0821668980871145,0.442005345637314,26.999999999082,0.711189557343976,0.0964363267023305,1,0.406458640384859,0.0964363267023305,26.99999999917,0.282621458408697,0.0383230813989694,1,0.59933528868819,0.0383230813989694,0.674993856720245,1.22057168271845,26.9999999992848,0.94778276971935,2.58368610924863e-07,0.139180574311992,6.80973457973215,-0.717764529440226,0.0537990314164689,26.9999999995628,-0.331982749011879,0.103195672503838,0.196831055810895,-1.68663805436694,-0.357257381910852,0.445811433620349,26.9999999993234,0.0442770258547485,0.830515330287808,0.204868258260281,0.2161243827167,-0.405793742908833,0.707862330984965,26.99999999917,0.151034294038066,0.59933528868819,0.284101157643246,0.531621536817967,0.97259862535877,0.98972332018054,0.998513099101581,6.45921527312157e-06,0.843890227642344,0.9437674207816,0.998513099101581
"19","Glutamate synthesis II",16.7381404286755,0.995743612099649,0.269587646736421,1,0.332550785038604,0.269587646736421,16.9584739224258,1.77512597445539,0.480597644111457,1,0.200376925937779,0.480597644111457,16.738140441299,0.114216766104302,0.0309230496864301,1,0.73959523737202,0.0309230496864301,-0.179469508664048,0.609926777271998,26.9826218800993,0.215228634303975,0.294643268927394,0.201380303965456,1.06876705450248,-0.277626538620982,0.816250843890631,16.0306594121372,0.269312152634824,0.348836756047481,0.279055480391471,0.965084621369993,-0.233851813677092,0.928029680489976,26.9893729532461,0.347088933406442,0.251833945346991,0.296403786837881,1.17100033406889,-0.926553716632412,0.654013921924945,16.738140441299,-0.136269897353733,0.73959523737202,0.403213439385793,-0.337959710770828,0.97259862535877,0.98972332018054,0.998513099101581,0.409226762399159,0.843890227642344,0.777227792615717,0.998513099101581
"20","ClpB (ATP-dependent chaperone protein)",26.9999999998262,1.35412404492239,0.243660302405137,1,0.254739163733186,0.243660302405137,27.0000000002306,0.010796414349977,0.00194270059325129,1,0.918012094133516,0.00194270059325129,26.9999999998262,1.03405145907522,0.186066625258975,1,0.318235095932192,0.186066625258975,0.578564238577496,1.20704535203108,26.9999999999393,0.89280479530429,6.64127894185572e-06,0.160329760753506,5.56855315637193,-0.801219724533651,0.087586789807757,26.9999999997632,-0.356816467362947,0.127208358213749,0.226740522109641,-1.57367754137219,-0.61194543470662,0.313153715797639,26.9999999998524,-0.14939585945449,0.532035780472462,0.235999017788419,-0.633035937414063,-0.308643699551666,0.974238001229596,26.9999999998262,0.332797150838965,0.318235095932192,0.327271753690494,1.01688320817841,0.97259862535877,0.98972332018054,0.998513099101581,3.15286169481408e-05,0.843890227642344,0.917132363626882,0.998513099101581
"21","GABA synthesis III",14.9111109387882,0.042849351149138,0.0118796635688424,1,0.838809448303846,0.0118796635688424,15.6639775171107,0.829970663115276,0.230103186755416,1,0.376088130283577,0.230103186755416,14.9111109376427,0.209966234901358,0.0582115753109796,1,0.653400904841979,0.0582115753109796,-1.06068100662793,-0.214768730373849,26.7649075015124,-0.637724868500889,0.00644479783953132,0.215797913361298,-2.95519478649074,-0.505936817611675,0.609483527323872,14.1836023661976,0.0517733548560985,0.858198764815298,0.284551235056828,0.181947391111336,-0.315058654207188,0.929191314507514,26.8542695322654,0.307066330150163,0.341980228750915,0.317416538908161,0.967392345737246,-0.996716785687421,0.618981959897891,14.9111109376427,-0.188867412894765,0.653400904841979,0.412175621166955,-0.458220727271648,0.97259862535877,0.98972332018054,0.998513099101581,0.0146472678171166,0.9661430172508,0.777227792615717,0.998513099101581
"22","Acetate degradation",27.0000000004238,1.01096190881578,0.328818332667816,1,0.323599003769668,0.328818332667816,27.0000000004215,0.800652511200971,0.260414582867709,1,0.378806102440846,0.260414582867709,27.0000000004215,0.02068494878246,0.00672784039700856,1,0.886708623403079,0.00672784039700856,-0.360433045492599,0.484533825807326,27.0000000001736,0.0620503901573633,0.775651186357255,0.215556734196372,0.287861060749026,-0.787044788975533,0.407918820172781,27.0000000001736,-0.189562984401376,0.539264509664847,0.304843256961361,-0.621837551176023,-0.787093268918456,0.456664288963235,27.0000000002567,-0.165214489977611,0.606817630248351,0.317290921591492,-0.52070348924235,-0.925673139322605,0.79910826421136,27.0000000004215,-0.0632824375556227,0.886708623403079,0.44000334116821,-0.143822629590965,0.97259862535877,0.98972332018054,0.998513099101581,0.775651186357255,0.843890227642344,0.917132363626882,0.998513099101581
"23","Menaquinone synthesis (vitamin K2) I",15.4545047963024,1.33296214772162,0.450537514280881,1,0.265819915720512,0.450537514280881,15.8354971683861,0.0381657349181548,0.0128999127020369,1,0.847595381892697,0.0128999127020369,15.4545047901326,0.0229354587454812,0.00775212153604145,1,0.881584269407778,0.00775212153604145,-0.822992052305032,0.073479601331688,26.9419969726862,-0.374756225486672,0.112910240558421,0.228695950718476,-1.63866576696846,-0.907529559444246,0.317417571434804,14.724301136647,-0.295055994004721,0.360302848911703,0.312492255097868,-0.944202581636187,-0.646869087612248,0.672454537545134,26.9644408586605,0.0127927249664428,0.969960284991051,0.336568333796957,0.0380092946419622,-0.817183580323771,0.954044725140801,15.4545047901326,0.0684305724085148,0.881584269407778,0.451852258366938,0.151444573179369,0.97259862535877,0.98972332018054,0.998513099101581,0.201625429568609,0.843890227642344,0.969960284991051,0.998513099101581
"24","Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)",26.9999999991581,0.0213105494548949,0.00728587584258554,1,0.885020570087772,0.00728587584258554,26.9999999987303,0.000480338987593559,0.000164223368964147,1,0.982675624078916,0.000164223368964147,26.9999999991558,0.0075027108307575,0.00256510606220738,1,0.931614189365904,0.00256510606220738,-1.24291179146673,-0.376603190740136,26.9999999990658,-0.809757491103434,0.00106874701459447,0.221001152970138,-3.66404193019233,-0.599182833248646,0.625962539099363,26.9999999990658,0.0133898529253584,0.9661430172508,0.31254282783046,0.0428416579523039,-0.66206680382695,0.613104929183112,26.9999999990029,-0.0244809373219191,0.940566368398046,0.325304889035833,-0.0752553624216279,-0.845097599888409,0.923247426415459,26.9999999991558,0.0390749132635251,0.931614189365904,0.451116714453007,0.0866181899531357,0.97259862535877,0.98972332018054,0.998513099101581,0.00333983442060771,0.9661430172508,0.969960284991051,0.998513099101581
"25","Acetate synthesis I",26.9999999997884,0.170463433468796,0.0381911924668342,1,0.682960689064424,0.0381911924668342,26.999999999785,0.290660763947144,0.0651206006623964,1,0.594215597947497,0.0651206006623964,26.9999999997847,0.1044026765695,0.0233907215980622,1,0.749098067747523,0.0233907215980622,0.668076664989792,1.36936248929699,26.999999999468,1.01871957714339,4.75239814448036e-06,0.178902732356015,5.69426505524882,-0.630269034988457,0.361498888846777,26.9999999997255,-0.13438507307084,0.599655961027356,0.253006670443481,-0.531152292685737,-0.673571046155541,0.358693737048921,26.9999999996446,-0.15743865455331,0.554916415696373,0.263337691750164,-0.597858413305592,-0.597750878800641,0.83374281569913,26.9999999997847,0.117995968449244,0.749098067747523,0.365183673218287,0.323114030288843,0.97259862535877,0.98972332018054,0.998513099101581,3.15286169481408e-05,0.843890227642344,0.917132363626882,0.998513099101581
